"No.","URL","Detection","Registration","Host Country","Canadian Content","Risk","Type","Detected By","IP","Regulation","Canada Regulation","Payment Service","Google Analytics","Phone Number","Physical Location","Action"
"201","http://mypiptrader.com","2024-12-15","2024-12-11","","","High","Investment","","149.100.151.143","","","discoverx"">Details","","","","Save                                 Edit                                 Close                             "">                                                                                                       invest innov futur connect idea capit great busi day one seek lay foundat close trust discreet relationship one earn us seat next help take life import decis purpos grow capit investor pension holder invest respons well-manag busi help expand prosper plan whoever want need desir uniqu take time establish realli import dedic specialist defin optim structur wealth help achiev goal invest believ sustain invest signatori principl respons invest put first establish import manag invest accordingli useClose"">"
"202","http://alphaminners.com","2024-12-15","2024-12-11","","","Critical","Investment","","82.197.83.115","registeredx"">Details","","","","","20 Dundas Street West, Suite 1030, Toronto, ON, Canada M5G 2C2","Save                                 Edit                                 Close                             "">                                                                                                       welcom alphaminn implement reliabl provis investor endeavour expand convent uniform return without bother specif unpredict market sustain busi figur direct beat sever onlin altern earn sourc care collabor deliv 're inspir other make differ build better tomorrow alphaminn easi oper design platform way novic glide financi freedom fulli secur plaform fulli secur host top prime server person oper person way n't need anybodi 's help oper account 24/7 custom care custom care readi help Close"">"
"203","http://digitexwavetrade.com","2024-12-15","2024-12-11","","","Critical","Investment","","102.218.213.66","regulatedapprovedrecognizedx"">Details","","discoverx"">Details","","","6464 Savory Dr, Houston, TX 77036, USA","Save                                 Edit                                 Close                             "">                                                                                                       invest global asset diversifi invest gain exposur global asset core princip construct balanc portfolio invest without limit dont limit asset one market weve taken care typic barrier made simpler ever invest global learn expert anyon invest crypto currenc forex trade lot advis understand market protect lose money forex foreign exchang market global decentr market trade currenc crude oil wti api rate light oil api wti contain 0.24 sulfur thu rate sweet crude oil binari option regul financi instrumClose"">"
"204","http://pinnaclewealth-advirsor.icu","2024-12-15","2024-12-12","","","Critical","Investment","","82.197.83.113","","","discoverstripex"">Details","","","","Save                                 Edit                                 Close                             "">                                                                                                       fulli invest better outcom global invest firm foster divers perspect embrac innov help client navig uncertainti capit market valu invest redefin creat valu stick consist invest philosophi disciplin research process build prosper secur opportun discov differ view invest perform highlight asset manag creat custom integr invest solut meet uniqu need insur pension plan institut manag select manag institut asset discov weve earn reput solid perform equal solid relationship wealth manag financi goal uClose"">"
"205","http://bloglithub.com","2024-12-15","2024-12-11","","","Critical","Investment","","104.21.11.34","registeredregulatedx"">Details","","discoverx"">Details","","+35722873947","235, Eleftherias Square, 2040 Strovolos, Cyprus","Save                                 Edit                                 Close                             "">                                                                                                       www.bloglithub.com trade chat invest trade copi trade make money market reliabl broker user-friendli platform best term start mt4/5 lf ctrader platform 300+ trade asset 1:1000 leverag 0.0 raw spread 0.01 sec fast execut ecn+stp process model sure-fir choic blog lit hub ensur safeti high-spe process financi oper use strict protocol advanc technolog solut year market blog lit hub servic acknowledg prestigi award mani time 1.5 million trader trade us worldwid advantag condit raw spread point best lClose"">"
"206","http://trueinvest.top","2024-12-14","2024-12-11","","","Critical","Investment","","66.29.141.190","licensedregulatedcertifiedx"">Details","","","","","","Save                                 Edit                                 Close                             "">                                                                                                       fluxorium corpor certifi decemb fluxorium corpor offer innov platform design provid user seamless access financi market allow monitor real-tim market trend capit fluctuat potenti opportun analysi show tool receiv extens posit feedback across numer onlin platform offer intuit user experi depend perform top broker min deposit asset remark level profit record zero commiss key resourc achiev trade success trust industri expert platform capit subject risk detail pleas visit etoro.com/trading/fe min dClose"">"
"207","http://coinbino.xyz","2024-12-14","2024-12-11","","","Critical","Investment","","78.46.40.242","registeredx"">Details","","","","","","Save                                 Edit                                 Close                             "">                                                                                                       crypto invest safe invest coinbino fx get lifetim incom invest profession crypto industri develop team uniqu robot trade manag oper without user intervent invest propos coinbino fx employe ensur everi investor compani earn money start hourli deposit hour cheaper everi minut deposit hour premium daili deposit day gener commiss commiss charg coinbino fx platform work relat profit receiv investor compani commiss 0.5 receiv profit robot commiss show earn entir coinbino fx structur name employe adminClose"">"
"208","http://paxonmatrix.org","2024-12-14","2024-12-11","","","Critical","Investment","","144.76.105.214","registeredregulatedcertifiedrecognizedx"">Details","","","","","","Save                                 Edit                                 Close                             "">                                                                                                       paxonmatrix paxonmatrix profitableinvestmentsin bitcoin tradersonlin totalregist dealstoday paxonmatrix.org work deposit get profit withdraw get updat crypto award platform centuri intern qualiti gold era award innov binari option platform reliabl binari option broker intellig trade app binari option world 's lead binari option broker fastest grow binari option brand platform advantag payment option strong secur world coverag experienc team advanc report cross-platform trade expert suport iClose"">"
"209","http://phantomxcoin.net","2024-12-14","2024-12-10","","","Critical","Investment","","88.223.87.207","","","","","","71 Multose Drive, Flat Bush, Auckland, 2019 , New Zealand","Save                                 Edit                                 Close                             "">                                                                                                       compani phantomxcoin transform novelti mainstream financi endeavor year countless individu navig turbul crypto market experienc success failur trade cryptocurr becom common pursuit longer exclus domain tech enthusiast span decad dynam space seen numer investor experi peak trough crypto ventur phantomxcoin stand comprehens understand complex trade cryptocurr exchang leverag advanc artifici intellig analyz market data assur profit outcom high level precis invest offer 3.00 daili day foundat tier mClose"">"
"210","http://s9optionsmarketing.live","2024-12-14","2024-12-14","","","Critical","Investment","","178.16.128.53","registeredlicensedregulatedx"">Details","","discoverx"">Details","","+14244453104","","Save                                 Edit                                 Close                             "">                                                                                                       get freedom market trade cryptocurr stock indic commod forex singl account trade forex/ cfd highli specul carri high level risk let top trader job covest allow automat copi top perform trader achiev return trade forex/ cfd highli specul carri high level risk less commiss forex crypto index stock energi commod market analysi andtrad inspir thrive network expert client thealertn open door mani opportun power market insight top trade setup industri extens connect profession trader explor market pacClose"">"
