"No.","URL","Detection","Registration","Host Country","Canadian Content","Risk","Type","Detected By","IP","Regulation","Canada Regulation","Payment Service","Google Analytics","Phone Number","Physical Location","Action"
"601","http://prudent-growth.com","2024-12-08","2024-12-04","","","Critical","Investment","","147.79.84.138","","","","","","20 Gregory Terrace, Alice Springs NT 0870, Australia","Save                                 Edit                                 Close                             "">                                                                                                       build futur knowledg profession industri lead tool unit one thing make smarter profit investor prudent-growth.com prudent-growth.com modern-day invest compani use state-of-the-art trade technolog yield interest 's numer client around world prudent-growth.com stand digit asset invest compani amongst other compani creat provid intellig portfolio smart investor customer-eccentr approach safe high-end trade platform tool invest method elimin risk often associ earn digit asset compani offer exclClose"">"
"602","http://stoforc.net","2024-12-08","2024-12-04","","","Critical","Investment","","185.230.63.171","authorizedrecognizedx"">Details","","paypaldiscoverx"">Details","","","","Save                                 Edit                                 Close                             "">                                                                                                       us enrol us revolution stock option trade sm synopsi stoforc.lmt new financi advisori compani compos thirteen stock option trader offer subscrib apr stock option recommend uniqu give servic out-of-pocket expens requir sensit id inform hands-off manag polici money provid recommend retain complet control invest choos whether act advic best manag money one els enrol requir home address receiv welcom packag email receiv recommend detail thank visit websit consist two page page introduc second page oClose"">"
"603","http://bitexe.net","2024-12-08","2024-12-04","","","Critical","Investment","","172.67.154.74","regulatedx"">Details","","","","","","Save                                 Edit                                 Close                             "">                                                                                                       receiv extra bonu us month go partner limit time bitex proud announc go partner campaign referr partner opportun earn extra bonu top rebat simpli refer new client busi go go partner bitex cs appli referr partner bonu promot new way explor global market trade market secur softwar stay top account trade anywher anytim devic invest trend worldwid leverag trade report 2022. trade bitex bitex trade fulli autom human discretionari trader make hedg execut decis base client trade behaviour account profiClose"">"
"604","http://twistadd4u.com","2024-12-08","2024-12-04","","","Critical","Investment","","185.151.30.154","","","","","","","Save                                 Edit                                 Close                             "">                                                                                                       secur journey toward wealth twist add 4u key secur futur join twist add 4u trust invest platform offer profit forex trade opportun whether 're experienc start strategi expert guidanc help achiev financi success invest plan plan offer tailor specif meet need ta-4u rs ta-4u rs ta-4u rs ta-4u rs ta-4u rs ta-4u rs ta-4u rs ta-4u rs ta-4u rs ta-4u rs ta-4u rs ta-4u rs ta-4u rs ta-4u rs invest estim maxim earn ultim toolkit higher return watch invest work start earn journey eas simpl process makeClose"">"
"605","http://wealthmanagment.net","2024-12-08","2024-12-04","","","Critical","Investment","","145.223.77.190","licensedcharteredx"">Details","","","","","61 Lyndon Road, Bramham, Wetherby, England, United Kingdom","Save                                 Edit                                 Close                             "">                                                                                                       welcom wealth manag crypto-curr trade mine forex trade no.1 asset manag compani welcom wealth manag wealth manag profession invest corpor engag crypto-curr trade mine forex trade miner mine wealth manag base licens unit kingdom guarante withdraw process within instantli possibl trade weekend wide rang fund withdraw method secur trade data protect wealth manag enterpris custom servic avail 24/7 continu ad new financi instrument independ help specialist learn trade strategi evalu fast process payoClose"">"
"606","http://quidextrades.com","2024-12-08","2024-12-04","","","Critical","Investment","","208.98.35.111","registeredregulatedauthorizedx"">Details","","","","","4651 Westport Dr Mechanicsburg, PA, 17055-4843 United States","Save                                 Edit                                 Close                             "">                                                                                                       build better stronger financ never limit scope dream big never settl less work team inspir empow achiev big goal compani stori mission quidextrad setup promot implement high qualiti standard compet ethic behavior financi advisori sector larg investor commun assur best profit earn opportun grab chanc ensur equal share us want grow develop trade industri make happen invest growth trade top cryptocurr help investor maxim thier profit invest platform cryptocurr trade involv specul price movement viaClose"">"
"607","http://goldoptionscfx.pro","2024-12-08","2024-12-08","","","High","Investment","","104.21.48.1","certifiedx"">Details","","","","","","Save                                 Edit                                 Close                             "">                                                                                                       invest futur stabl platform make fast money invest industri leader profession reliabl compani provid necessari featur make experi better guarante fastest excit return invest also guarante secur invest us intern financi compani engag invest activ relat trade financi market cryptocurr exchang perform qualifi profession trader goal provid investor reliabl sourc high incom minim possibl risk offer high-qual servic allow us autom simplifi relat investor truste work toward increas profit margin profitClose"">"
"608","http://p2pvaults.com","2024-12-08","2024-12-04","","","Critical","Investment","","198.54.115.3","","","paypalx"">Details","","","002938, 4.78%, IMO","Save                                 Edit                                 Close                             "">                                                                                                       p2pvault easiest power wallet p2pvault cryptocurr everyon safest popular wallet invest store cryptocurr buy spend crypto fiat p2pvault classi p2pvault user choos crypto wallet manag cryptocurr wallet in-app instantli convert low network fee low commiss ultra fast secur instant privat transact highli scalabl limitless applic reliabl low cost low transact fee digit asset one vault cloud wallet hd wallet tear barrier securit send receiv swap cryptocurr anywher world without bank fee question delay Close"">"
"609","http://techinvestfx.online","2024-12-08","2024-12-05","","","Critical","Investment","","92.113.28.249","regulatedapprovedgovernedrecognizedx"">Details","","","","+447538560372","432 Centre St Beach Haven, New Jersey(NJ), United States","Save                                 Edit                                 Close                             "">                                                                                                       better way trade invest techinvestfx help million custom achiev financi goal help trade invest eas bitcoin btc ethereum eth price 859.86 ethereum eth cardano ada creat crypto account techinvestfx binari option forex/cfd cryptocurr broker fulli regul govern sec secur exchang commission.techinvestfx onlin financi trade platform offer servic dozen languag provid live support 24/7 byemploye year experi field get start minut us trust cryptocurr platform deposit crypto earn reward p.a crypto p.a stablClose"">"
"610","http://alphatradespro.com","2024-12-08","2024-12-04","","","Critical","Investment","","95.217.145.143","","","discoverx"">Details","","","64 Garrett Mansions, 287 Edgware Road, London, United Kingdom, W2 1GN","Save                                 Edit                                 Close                             "">                                                                                                       connect wallet trade across profit market use volatil systemat risk secur portfolio compar market analysi trade across market explor alpha trade web3 product stake unlock passiv profit one click ido first enjoy exclus token discount lotteri particip excit lotteri win big prize buy crypto buy crypto anytim anywher easili trade bot get start trust profit platform driven artifici intellig safeguard organ also educ workforc creat account verifi ident deposit buy crypto start journey discov web3 acceClose"">"
