"No.","URL","Detection","Registration","Host Country","Canadian Content","Risk","Type","Detected By","IP","Regulation","Canada Regulation","Payment Service","Google Analytics","Phone Number","Physical Location","Action"
"1","http://nextjetholdings.com","2024-12-18","2024-12-14","","","Critical","Investment","","92.113.19.179","registeredlicensedcertifiedx"">Details","","discoverx"">Details","","+13025955852","","Save                                 Edit                                 Close                             "">                                                                                                       boost return trade mine gener incom nextjethold effortlessli grow invest gener return receiv swift payout enjoy seamless transact platform immedi process time settlement invest withdraw explor import featur nextjethold explor servic discov help achiev financi goal secur reliabl conveni financ safe hand stabl profit power nextjethold trammel noth prevent be abl like best invest secur invest offer unbeat interest invest within shortest possibl time intern multi- currenc credit card intern multi-cuClose"">"
"2","http://digitalassetsglobalmkts.com","2024-12-18","2024-12-14","","","Critical","Investment","","46.202.182.22","registeredregulatedx"">Details","","discoverx"">Details","","+13108703964","839 Apollo St, El Segundo, CA 90245, USA","Save                                 Edit                                 Close                             "">                                                                                                       digit asset global market global invest firm offer profit multi-trad strategi financi growth `` join world success investor digit asset global market uniqu distinct invest compani that offer global investor access long term invest growth opportun innov advisori financ solut profit multi-trading/ invest strategi order help build custom digit product solv financi challeng highly-skil invest profession advisori team work across variou asset class industri currenc advis arrang underwrit distribut prClose"">"
"3","http://moujabber.com","2024-12-18","2024-12-14","","","Critical","Investment","","35.212.61.197","","","","","","","Save                                 Edit                                 Close                             "">                                                                                                       januari crypto market outlook bearish sentiment fed restrict futur us economi publish moujabber.com/decemb cryptocurr market remain hotb discuss close decemb head ... trump crypto portfolio dubai xrp move market liquid need know publish moujabber.com/decemb cryptocurr market abuzz develop involv biggest player ... bitcoin surpass crypto surg u.s. strateg reserv plan publish moujabber.com decemb bitcoin reach new height surpass today cryptocurr market continu ... buy first cryptocurr moujabb begiClose"">"
"4","http://minihatch.net","2024-12-18","2024-12-14","","","Critical","Investment","","141.136.43.149","","","","","","","Save                                 Edit                                 Close                             "">                                                                                                       better way trade invest minehatch help million custom achiev financi goal help trade invest eas secur come first secur minehatch use highest level internet secur secur bit ssl secur encrypt ensur inform complet protect fraud two factor auth two-factor authent 2fa default minehatch account secur protect unauthoris access imperson explor servic mission provid delight success trade experi power trade platform minehatch offer multipl platform option cover need type trader investor high leverag chancClose"">"
"5","http://profitcalculator.top","2024-12-18","2024-12-16","","","Critical","Investment","","104.21.16.109","","","","","","","Save                                 Edit                                 Close                             "">                                                                                                       profit calcul calcul potenti profit risk real-tim trade calcul trade resourc guid use profit calcul profit calcul versatil tool design help trader calcul potenti profit loss variou trade instrument 's step-by-step guid use select trade instrument choos prefer trade categori cryptocurr stock forex select cryptocurr 'll see popular option like btc eth xrp other use search bar find specif asset list quick select enter trade detail select posit currenc e.g usd choos enter amount currenc coClose"">"
"6","http://bonza-spins-casino.com","2024-12-18","2024-12-14","","","Critical","Investment","","104.21.94.217","registeredlicensedx"">Details","","visamastercardx"">Details","","","","Save                                 Edit                                 Close                             "">                                                                                                       bonza spin bonza spin casino bonza spin casino premier casino internet onlin platform offer vast select excit australian gambl game creat specif australian peopl within rich librari user explor divers rang option like spin classic tabl game differ onlin casino includ good gameplay bring atmospher real-world gambl right screen bonza spin casino allow everyon immers fulli world entertain right comfort chair home new player warmli welcom super attract bonus bonus abl enabl give opportun start game Close"">"
"7","http://dynamicedgefx.online","2024-12-18","2024-12-15","","","Critical","Investment","","92.113.19.134","registeredregulatedgovernedrecognizedx"">Details","","","","","","Save                                 Edit                                 Close                             "">                                                                                                       invest confid digit currenc welcom dynamicedgefx elev trade experi dynamicedgefx cutting-edg platform offer advanc technolog educ resourc vibrant commun trader secur forefront tailor solut everi trade style recogn excel industri dynamicedgefx partner achiev trade success choos dynamicedgefx unlock potenti smarter inform trade complet packag everi trader minimum fund basic plan minimum fund silver plan minimum fund gold plan minimum fund platinum plan market analysi trade inspir thrive network exClose"">"
"8","http://bybiz.net","2024-12-18","2024-12-14","","","Critical","Investment","","172.67.204.153","regulatedcertifiedx"">Details","","discoverx"">Details","","+17082326093","","Save                                 Edit                                 Close                             "">                                                                                                       trade involv substanti risk may result loss capit sure work us multi-regul global forex share broker trust destin trader worldwid authoris fca asic fsca multi-lingu support 24/5 award-win product trade platform tap world 's market explor endless trade opportun tight spread commiss first step financi market rang cutting-edg educ tool design develop trade skill financi market freeanalysi tool fast execution0 commis low minimumdeposit 100asset trade join club trader best reput compani conduct Close"">"
"9","http://capitoltrades.net","2024-12-18","2024-12-14","","","Critical","Investment","","104.21.66.151","registeredx"">Details","","","","","","Save                                 Edit                                 Close                             "">                                                                                                       trade invest stake farm cryptocurr capitol trade help million custom achiev financi goal help trade invest eas solv issu vision futur invest confid world 's lead asset manag invest platform singl point access profession asset invest manag solut built investor interest stabl return high liquid embrac success pride guarante success track record asset manag invest market take control all-in-on multipl invest packag forex pamm/mam invest packag cryptocurr real estat properti invest innov enhancClose"">"
"10","http://cooperatetraders.ltd","2024-12-18","2024-12-18","","","Critical","Investment","","92.113.19.243","licensedx"">Details","","","","","","Save                                 Edit                                 Close                             "">                                                                                                       cryptocurr invest got even better cooperatetraders.ltd intern compani oper field invest exchang fund thank diversifi portfolio invest abl gener stabl profit provid high return investor learn us companycooperatetraders.ltd intern compani oper field invest exchang fund thank diversifi portfolio invest gener stabl profit provid high return investors.our staff consist profession crypto trader carri deal popular reliabl cryptocurr exchang specialist constantli monitor market blockchain product allow Close"">"
